"","sample","client.id","date","time"
"1","R2105911-001","21L0111","6/14/2021","0900"
"2","R2105911-002","21L0111 Diss","6/14/2021","0900"
"3","R2105911-003","21L0112","6/14/2021","0900"
"4","R2105911-004","21L0112 Diss","6/14/2021","0900"
"5","R2105911-005","21L0113","6/14/2021","1109"
"6","R2105911-006","21L0113 Diss","6/14/2021","1109"
"7","R2105911-007","21L0137","6/14/2021","1109"
"8","R2105911-008","21L0137 Diss","6/14/2021","1109"
"9","R2105911-009","21L0122","6/14/2021","0930"
"10","R2105911-010","21L0122 Diss","6/14/2021","0930"
"11","R2105911-011","21L0124","6/14/2021","0930"
"12","R2105911-012","21L0124 Diss","6/14/2021","0930"
"13","R2105911-013","21L0126","6/14/2021","0930"
"14","R2105911-014","21L0126 Diss","6/14/2021","0930"
"15","R2105911-015","21L0127","6/14/2021","0930"
"16","R2105911-016","21L0127 Diss","6/14/2021","0930"
"17","R2105911-017","21L0125","6/14/2021","1130"
"18","R2105911-018","21L0125 Diss","6/14/2021","1130"
