"","sample","client.id","date","time"
"1","R2107653-001","21L0260","7/28/2021","1420"
"2","R2107653-002","21L0260 Diss","7/28/2021","1420"
"3","R2107653-003","21L0261","7/28/2021","1420"
"4","R2107653-004","21L0261 Diss","7/28/2021","1420"
"5","R2107653-005","21L0263","7/28/2021","1420"
"6","R2107653-006","21L0263 Diss","7/28/2021","1420"
"7","R2107653-007","21L0266","7/28/2021","1420"
"8","R2107653-008","21L0266 Diss","7/28/2021","1420"
"9","R2107653-009","21L0264","7/28/2021","1420"
"10","R2107653-010","21L0264 Diss","7/28/2021","1420"
"11","R2107653-011","21L0267","7/28/2021","1420"
"12","R2107653-012","21L0267 Diss","7/28/2021","1420"
"13","R2107653-013","21L0282","7/28/2021","0730"
"14","R2107653-014","21L0282 Diss","7/28/2021","0730"
"15","R2107653-015","21L0285","7/28/2021","0730"
"16","R2107653-016","21L0285 Diss","7/28/2021","0730"
"17","R2107653-017","21L0283","7/28/2021","0930"
"18","R2107653-018","21L0283 Diss","7/28/2021","0930"
"19","R2107653-019","21L0286","7/28/2021","0930"
"20","R2107653-020","21L0286 Diss","7/28/2021","0930"
"21","R2107653-021","21L0279","7/28/2021","1130"
"22","R2107653-022","21L0279 Diss","7/28/2021","1130"
"23","R2107653-023","21L0280","7/28/2021","1130"
"24","R2107653-024","21L0280 Diss","7/28/2021","1130"
"25","R2107653-025","21L0281","7/28/2021","1130"
"26","R2107653-026","21L0281 Diss","7/28/2021","1130"
"27","R2107653-027","21L0284","7/28/2021","1130"
"28","R2107653-028","21L0284 Diss","7/28/2021","1130"
