"","sample","client.id","date","time"
"1","R2108507-001","21L0349","8/16/2021","1230"
"2","R2108507-002","21L0349 Diss","8/16/2021","1230"
"3","R2108507-003","21L0350","8/16/2021","1230"
"4","R2108507-004","21L0350 Diss","8/16/2021","1230"
"5","R2108507-005","21L0353","8/16/2021","0920"
"6","R2108507-006","21L0353 Diss","8/16/2021","0920"
"7","R2108507-007","21L0354","8/16/2021","0920"
"8","R2108507-008","21L0354 Diss","8/16/2021","0920"
"9","R2108507-009","21L0337","8/16/2021","1114"
"10","R2108507-010","21L0337 Diss","8/16/2021","1114"
"11","R2108507-011","21L0340","8/16/2021","1114"
"12","R2108507-012","21L0340 Diss","8/16/2021","1114"
